"","userid","artistid","prediction"
"6305",1868,"67","0.245127058416132"
"6306",1869,"67","0.793896587940414"
"6307",1871,"67","0.860661273210537"
"6308",1872,"67","0.195693470442812"
"6309",1873,"67","1.53509015314792"
"6314",1880,"67","2.76595409557608"
"6315",1881,"67","1.35126487154224"
"6321",1894,"67","1.79101796776526"
"6322",1895,"67","2.34883907681673"
"6325",1898,"67","2.59844467842868"
"6326",1899,"67","2.41163544273705"
"6327",1900,"67","0.522785012474445"
"6328",1902,"67","1.52268474633932"
"6329",1903,"67","1.52484481881194"
"6330",1905,"67","0.312635703585941"
"6331",1906,"67","0.443349263844754"
"6332",1908,"67","2.10922801215922"
"6333",1909,"67","1.61410602452612"
"6334",1910,"67","0.572984722196478"
"6337",1915,"67","0.0818549603137825"
"6338",1917,"67","0.489188589122419"
"6339",1918,"67","0.0785848632513626"
"6340",1920,"67","0.617467406342085"
"6341",1921,"67","0.392924316256813"
"6343",1924,"67","1.33252504604379"
"6346",1928,"67","0.140099539259003"
"6347",1929,"67","0.86456463609844"
"6351",1935,"67","0.32267218926193"
"6353",1937,"67","1.41090923362378"
"6356",1942,"67","1.12157768854821"
"6357",1944,"67","0.0700363024046091"
"6358",1946,"67","1.09100555030069"
"6359",1947,"67","0.0700497696295013"
"6360",1948,"67","0.245564880941348"
"6361",1949,"67","0.280199078518005"
"6362",1950,"67","0.517888639417342"
"6363",1952,"67","0.105642998568278"
"6364",1954,"67","1.40635568366087"
"6365",1956,"67","1.31847884407688"
"6366",1957,"67","0.893791049306162"
"6367",1958,"67","0.148208695525987"
"6368",1959,"67","1.99171456855502"
"6369",1961,"67","2.54812810588419"
"6371",1963,"67","2.4760805192342"
"6372",1964,"67","0.350248848147507"
"6373",1965,"67","1.02718772042006"
"6374",1966,"67","0.193603313557158"
"6375",1968,"67","0.140072604809218"
"6378",1973,"67","2.56787550676261"
"6379",1974,"67","0.0700363024046091"
"6381",1978,"67","0.140072604809218"
"6382",1979,"67","1.42087420797928"
"6383",1980,"67","0.0652311568142706"
"6384",1982,"67","0.315792307456782"
"6385",1983,"67","1.088596245084"
"6386",1984,"67","0.140072604809218"
"6387",1986,"67","0.315163360820741"
"6388",1987,"67","0.280199078518005"
"6389",1988,"67","1.59410268167578"
"6392",1991,"67","0.210149308888504"
"6394",1993,"67","0.0818549603137825"
"6395",1994,"67","0.163709920627565"
"6397",1996,"67","0.193603313557158"
"6398",1998,"67","0.30387178865281"
"6399",1999,"67","0.280199078518005"
"6400",2000,"67","1.92539015867486"
"6402",2003,"67","0.140099539259003"
"6403",2004,"67","1.53475844982057"
"6405",2008,"67","0.36869406956868"
"6409",2014,"67","0.550269085146237"
"6410",2015,"67","0.140072604809218"
"6411",2017,"67","0.140099539259003"
"6412",2018,"67","1.42224581125996"
"6414",2020,"67","0.563174431009218"
"6415",2021,"67","3.00400361175972"
"6416",2022,"67","0.588414358228497"
"6417",2023,"67","1.73739500254115"
"6418",2024,"67","0.140099539259003"
"6419",2025,"67","0.978074847003973"
"6420",2027,"67","0.537908511131994"
"6421",2028,"67","0.140099539259003"
"6422",2029,"67","0.210149308888504"
"6424",2031,"67","3.42429588991082"
"6426",2033,"67","2.62314665434047"
"6427",2034,"67","0.525763959459353"
"6429",2037,"67","1.00554274208879"
"6430",2038,"67","1.77508044609519"
"6431",2039,"67","0.210149308888504"
"6432",2040,"67","1.1093833083057"
"6433",2041,"67","0.439168194498505"
"6434",2042,"67","0.193603313557158"
"6436",2047,"67","0.350248848147507"
"6438",2052,"67","0.684406114197702"
"6439",2053,"67","0.889340118101457"
"6440",2054,"67","2.20485331799572"
"6441",2055,"67","0.940168970310341"
"6442",2056,"67","0.217293403327569"
"6443",2057,"67","0.195693470442812"
"6444",2058,"67","0.663729124417439"
"6445",2059,"67","2.41269082483207"
"6446",2060,"67","0.0700363024046091"
"6447",2061,"67","0.558661721321142"
"6448",2062,"67","0.259750888007799"
"6449",2064,"67","0.129875444003899"
"6450",2065,"67","2.18814866335578"
"6452",2068,"67","0.800160494578253"
"6453",2069,"67","0.38351913539133"
"6454",2070,"67","0.129068875704772"
"6455",2071,"67","1.16330503574169"
"6456",2072,"67","2.64374437239974"
"6457",2075,"67","1.19135851355385"
"6458",2076,"67","0.849004820234723"
"6459",2077,"67","0.503734673519968"
"6461",2079,"67","1.29434356676624"
"6462",2080,"67","0.630447926665512"
"6464",2083,"67","0.0700497696295013"
"6466",2087,"67","2.41449356542775"
"6467",2088,"67","0.235908959242598"
"6469",2093,"67","0.0700363024046091"
"6470",2094,"67","1.45671923826259"
"6471",2096,"67","0.158464497852417"
"6472",2097,"67","0.420298617777008"
"6473",2,"72","2.24336864079352"
"6475",4,"72","0.409469157262869"
"6476",5,"72","0.221273210173537"
"6478",7,"72","0.476550125030871"
"6480",9,"72","0.31507056624447"
"6481",11,"72","0.158850041676957"
"6482",12,"72","1.15907719864702"
"6483",13,"72","0.158192662399596"
"6484",15,"72","0.581407949851109"
"6486",17,"72","0.238275062515436"
"6487",18,"72","0.427636337880414"
"6488",21,"72","0.158850041676957"
"6490",23,"72","0.360134739677572"
"6491",24,"72","0.635400166707828"
"6492",25,"72","0.238275062515436"
"6493",26,"72","0.762958323424181"
"6494",27,"72","0.462319892454793"
"6495",28,"72","0.107050654127887"
"6496",29,"72","0.0787676415611175"
"6498",31,"72","0.0794250208384785"
"6499",32,"72","0.516304157071586"
"6501",34,"72","0.180067369838786"
"6503",38,"72","0.605334137630144"
"6504",41,"72","0.357474170088246"
"6505",42,"72","0.573905577644373"
"6507",44,"72","0.29290285546005"
"6511",48,"72","1.14246152542672"
"6513",50,"72","0.360134739677572"
"6514",51,"72","0.223421356305154"
"6516",53,"72","0.256533966180504"
"6517",54,"72","0.237617683238075"
"6519",57,"72","0.236302924683352"
"6520",58,"72","0.397125104192393"
"6521",59,"72","0.317700083353914"
"6522",62,"72","0.781105748640878"
"6523",63,"72","0.665086632482635"
"6524",64,"72","0.115503096982239"
"6526",66,"72","0.596453547214364"
"6527",68,"72","0.317700083353914"
"6530",71,"72","0.178737085044123"
"6531",72,"72","0.158850041676957"
"6532",73,"72","0.727059331640646"
"6534",75,"72","0.395810345637671"
"6538",79,"72","0.0787676415611175"
"6542",84,"72","0.223421356305154"
"6544",87,"72","0.158850041676957"
"6545",89,"72","0.31507056624447"
"6546",90,"72","0.180067369838786"
"6548",92,"72","0.0794250208384785"
"6549",94,"72","0.368788683622562"
"6550",95,"72","0.158850041676957"
"6551",96,"72","0.462985034852125"
"6552",98,"72","0.405753867321254"
"6554",100,"72","0.401340580012323"
"6556",102,"72","0.270101054758179"
"6558",104,"72","0.472605849366705"
"6560",107,"72","0.402158441349277"
"6562",113,"72","0.357474170088246"
"6563",114,"72","0.0737577367245123"
"6565",117,"72","1.24368905200754"
"6567",119,"72","0.0893685425220616"
"6568",120,"72","0.0787676415611175"
"6569",121,"72","0.236302924683352"
"6570",124,"72","0.524057967475119"
"6571",125,"72","0.158850041676957"
"6572",126,"72","0.317700083353914"
"6574",128,"72","0.856405233023098"
"6575",129,"72","0.238275062515436"
"6576",130,"72","0.554003008037267"
"6578",133,"72","0.317700083353914"
"6579",134,"72","0.0794250208384785"
"6580",135,"72","0.397125104192393"
"6581",136,"72","0.158850041676957"
"6582",137,"72","0.397125104192393"
"6583",139,"72","0.157535283122235"
"6584",140,"72","0.295030946898049"
"6585",141,"72","0.697638528872397"
"6586",142,"72","0.372951349932732"
"6587",143,"72","0.540202109516358"
"6588",144,"72","0.158850041676957"
"6590",146,"72","0.238275062515436"
"6591",147,"72","0.79096331199798"
"6592",148,"72","0.115503096982239"
"6593",149,"72","0.393838207805587"
"6594",150,"72","0.157535283122235"
"6595",151,"72","0.157535283122235"
"6597",154,"72","0.202219554383266"
"6598",156,"72","0.090033684919393"
"6599",157,"72","0.0893685425220616"
"6601",159,"72","0.916109885546922"
"6602",161,"72","0.288757742455597"
"6603",162,"72","0.474577987198788"
"6606",170,"72","0.223421356305154"
"6609",174,"72","0.180067369838786"
"6611",176,"72","0.749354578895211"
"6612",177,"72","0.312789898827216"
"6613",178,"72","0.223421356305154"
"6614",179,"72","0.316385324799192"
"6615",181,"72","0.390735698014189"
"6617",183,"72","0.418342432354222"
"6618",184,"72","0.39515296636031"
"6619",185,"72","0.302418503134982"
"6620",186,"72","0.596057762188853"
"6621",187,"72","0.614203735894303"
"6622",189,"72","0.31507056624447"
"6623",190,"72","0.317700083353914"
"6624",191,"72","0.302418503134982"
"6626",193,"72","0.501107248722657"
"6628",196,"72","0.856405233023098"
"6630",200,"72","0.604173048410632"
"6631",201,"72","0.157535283122235"
"6632",202,"72","0.134052813783092"
"6634",205,"72","0.0651633052595903"
"6636",208,"72","0.0893685425220616"
"6637",209,"72","0.236960303960714"
"6638",210,"72","0.642975633139649"
"6639",211,"72","0.615441888268097"
"6640",212,"72","0.0446842712610308"
"6642",214,"72","0.635400166707828"
"6645",217,"72","0.0893685425220616"
"6648",220,"72","0.147515473449025"
"6650",224,"72","0.77305377757126"
"6652",226,"72","0.316385324799192"
"6653",227,"72","0.397125104192393"
"6655",230,"72","0.632770649598384"
"6656",231,"72","0.158850041676957"
"6657",232,"72","0.317700083353914"
"6658",233,"72","0.158850041676957"
"6660",235,"72","0.268105627566185"
"6662",237,"72","0.548856053461348"
"6664",240,"72","0.316385324799192"
"6666",242,"72","0.158850041676957"
"6667",243,"72","0.635400166707828"
"6668",244,"72","0.236302924683352"
"6674",253,"72","0.476550125030871"
"6676",256,"72","0.635400166707828"
"6679",260,"72","0.238275062515436"
"6682",263,"72","1.34089842092748"
"6683",264,"72","1.3859034955092"
"6685",266,"72","0.73705200055068"
"6686",267,"72","0.236302924683352"
"6688",269,"72","0.49211528594533"
"6689",271,"72","0.397125104192393"
"6690",273,"72","0.236302924683352"
"6692",275,"72","0.499502842182262"
"6694",278,"72","0.396467724915032"
"6696",280,"72","0.158850041676957"
"6697",281,"72","0.268105627566185"
"6698",282,"72","0.223421356305154"
"6699",285,"72","0.134052813783092"
"6700",286,"72","0.473920607921427"
"6701",288,"72","0.134052813783092"
"6702",289,"72","0.295030946898049"
"6703",290,"72","0.324168765357948"
"6706",295,"72","0.178737085044123"
"6708",299,"72","0.158850041676957"
"6709",300,"72","0.563152828268821"
"6710",301,"72","0.238275062515436"
"6714",306,"72","0.748386568778612"
"6715",308,"72","0.268105627566185"
"6719",313,"72","0.402158441349277"
"6720",314,"72","0.157535283122235"
"6721",315,"72","0.327582843287811"
"6723",317,"72","0.359469597280241"
"6724",318,"72","0.158850041676957"
"6727",321,"72","0.0893685425220616"
"6729",324,"72","0.312789898827216"
"6731",326,"72","0.316385324799192"
"6732",327,"72","0.158850041676957"
"6734",329,"72","0.476550125030871"
"6735",330,"72","0.158850041676957"
"6737",332,"72","0.157535283122235"
"6738",333,"72","0.397125104192393"
"6739",334,"72","0.368788683622562"
"6740",335,"72","0.712195670436863"
"6742",337,"72","0.134052813783092"
"6743",338,"72","1.3537659279372"
"6744",339,"72","0.712195670436863"
"6745",340,"72","0.317700083353914"
"6747",343,"72","0.223421356305154"
"6748",345,"72","0.0794250208384785"
"6749",346,"72","0.598409802193008"
"6753",350,"72","0.714825187546307"
"6754",351,"72","0.157535283122235"
"6755",352,"72","0.238275062515436"
"6756",353,"72","0.0787676415611175"
"6757",354,"72","0.0787676415611175"
"6762",359,"72","1.00285481195659"
"6764",361,"72","0.4977674531927"
"6770",370,"72","0.360134739677572"
"6773",374,"72","0.214101308255774"
"6774",375,"72","0.158850041676957"
"6775",376,"72","0.402158441349277"
"6776",377,"72","0.402158441349277"
"6777",378,"72","0.43364291152253"
"6778",380,"72","0.55597514586935"
"6779",383,"72","0.368788683622562"
"6782",387,"72","0.714825187546307"
"6783",388,"72","0.708908774050057"
"6784",390,"72","0.55597514586935"
"6786",392,"72","0.236960303960714"
"6787",393,"72","0.147515473449025"
"6788",395,"72","0.0893685425220616"
"6789",396,"72","0.317700083353914"
"6790",397,"72","0.304134993175167"
"6791",398,"72","0.442546420347074"
"6793",400,"72","0.237617683238075"
"6795",402,"72","0.628240367243757"
"6796",403,"72","0.158850041676957"
"6797",405,"72","0.55597514586935"
"6799",409,"72","0.256533966180504"
"6802",412,"72","0.0794250208384785"
"6803",413,"72","0.936098397719844"
"6804",414,"72","0.554660387314628"
"6805",415,"72","0.397125104192393"
"6806",417,"72","0.238275062515436"
"6808",419,"72","0.0577515484911194"
"6809",420,"72","0.570379749665751"
"6810",421,"72","0.475235366476149"
"6811",423,"72","1.35322357504858"
"6812",424,"72","0.36505900774757"
"6813",425,"72","0.157535283122235"
"6814",426,"72","0.173254645473358"
"6816",428,"72","2.36206854622212"
"6817",430,"72","1.75584251658335"
"6818",431,"72","0.673589780902119"
"6823",436,"72","1.5002061176376"
"6827",442,"72","0.879155320531925"
"6829",446,"72","2.55053663396758"
"6831",449,"72","0.0893685425220616"
"6832",450,"72","0.0893685425220616"
"6834",452,"72","0.658352883859219"
"6835",453,"72","0.39416867809456"
"6839",458,"72","0.691820543645073"
"6840",459,"72","0.223421356305154"
"6842",461,"72","0.969153205951494"
"6843",462,"72","0.270101054758179"
"6844",463,"72","0.194270738543356"
"6845",465,"72","0.56019062168928"
"6846",466,"72","0.39515296636031"
"6849",469,"72","0.575227377970745"
"6850",470,"72","0.635400166707828"
"6851",472,"72","0.158850041676957"
"6853",474,"72","0.158850041676957"
"6854",475,"72","0.147515473449025"
"6855",476,"72","0.590061893796099"
"6856",477,"72","0.554660387314628"
"6858",479,"72","0.158850041676957"
"6859",480,"72","0.644390518724896"
"6860",481,"72","0.317700083353914"
"6861",482,"72","0.395810345637671"
"6862",484,"72","0.158850041676957"
"6864",486,"72","0.158850041676957"
"6866",488,"72","0.39416867809456"
"6867",489,"72","0.401340580012323"
"6868",490,"72","0.236302924683352"
"6869",491,"72","0.178737085044123"
"6870",493,"72","0.412675148240255"
"6873",497,"72","0.158192662399596"
"6874",498,"72","0.792278070552702"
"6875",499,"72","0.186475674966366"
"6876",501,"72","0.395810345637671"
"6877",502,"72","0.236302924683352"
"6878",503,"72","0.397125104192393"
"6882",509,"72","0.0787676415611175"
"6884",511,"72","0.090033684919393"
"6887",514,"72","0.55597514586935"
"6888",515,"72","0.468667435832686"
"6889",516,"72","0.370355738466445"
"6890",518,"72","0.634742787430467"
"6891",519,"72","0.357474170088246"
"6892",520,"72","0.488419622517736"
"6894",525,"72","0.178737085044123"
"6895",527,"72","0.238275062515436"
"6896",529,"72","0.134052813783092"
"6898",531,"72","0.395810345637671"
"6900",533,"72","0.158850041676957"
"6901",534,"72","0.433203180336153"
"6902",535,"72","0.416370294522139"
"6903",536,"72","0.338917411515743"
"6906",539,"72","0.546610414643938"
"6907",540,"72","1.46615645142295"
"6910",543,"72","0.450168424596965"
"6912",545,"72","0.31507056624447"
"6913",546,"72","0.268105627566185"
"6914",547,"72","0.0893685425220616"
"6915",549,"72","0.558949257226625"
"6916",550,"72","0.178737085044123"
"6918",553,"72","0.158850041676957"
"6920",556,"72","0.090033684919393"
"6922",558,"72","0.714825187546307"
"6923",559,"72","0.180067369838786"
"6924",560,"72","0.342883322456119"
"6926",562,"72","0.270101054758179"
"6927",565,"72","0.451901815187599"
"6928",566,"72","0.147515473449025"
"6930",568,"72","1.12553827766468"
"6931",569,"72","0.475235366476149"
"6933",571,"72","0.55597514586935"
"6934",572,"72","0.635400166707828"
"6935",573,"72","0.0787676415611175"
"6937",575,"72","1.09699835760528"
"6938",576,"72","0.449022669717801"
"6939",577,"72","0.385542969483834"
"6943",581,"72","1.4037125913355"
"6947",585,"72","0.236302924683352"
"6951",592,"72","1.20173094966642"
"6953",594,"72","0.270101054758179"
"6954",595,"72","0.402158441349277"
"6955",596,"72","2.20402208087738"
"6959",604,"72","1.34496632003525"
"6960",605,"72","0.295030946898049"
"6961",606,"72","0.295030946898049"
"6962",609,"72","0.238275062515436"
"6966",614,"72","0.31507056624447"
"6967",616,"72","0.178737085044123"
"6968",617,"72","0.238275062515436"
"6969",620,"72","0.711538291159502"
"6970",621,"72","0.63014113248894"
"6971",622,"72","0.401340580012323"
"6972",623,"72","0.221273210173537"
"6973",624,"72","0.157535283122235"
"6974",625,"72","0.147515473449025"
"6975",627,"72","0.396676001778512"
"6978",631,"72","0.493522411063333"
"6979",632,"72","0.55597514586935"
"6981",634,"72","0.195367849007095"
"6982",635,"72","0.343858791482691"
"6983",636,"72","0.238275062515436"
"6984",637,"72","0.179402227441455"
"6985",638,"72","0.158850041676957"
"6988",642,"72","0.180067369838786"
"6989",643,"72","0.428202616511549"
"6991",645,"72","0.0577515484911194"
"6993",647,"72","0.295030946898049"
"6994",649,"72","0.0446842712610308"
"6995",650,"72","0.238275062515436"
"6996",651,"72","0.831191699417317"
"6997",652,"72","0.147515473449025"
"6998",654,"72","0.180067369838786"
"7000",656,"72","0.321151962383662"
"7002",658,"72","0.507153081766416"
"7003",659,"72","0.55597514586935"
"7004",660,"72","0.354217890684052"
"7006",665,"72","0.507650213126597"
"7008",667,"72","0.338917411515743"
"7009",668,"72","0.178737085044123"
"7010",669,"72","0.236302924683352"
"7012",673,"72","0.236302924683352"
"7014",675,"72","0.55597514586935"
"7015",676,"72","0.0893685425220616"
"7016",677,"72","0.0893685425220616"
"7017",678,"72","0.269435912360848"
"7018",679,"72","0.317700083353914"
"7020",681,"72","0.157535283122235"
"7022",683,"72","0.749354578895211"
"7023",684,"72","0.55597514586935"
"7024",685,"72","0.541121439659068"
"7025",686,"72","0.428202616511549"
"7027",688,"72","0.766553749396157"
"7028",689,"72","0.238275062515436"
"7029",690,"72","0.635400166707828"
"7033",694,"72","0.321151962383662"
"7034",697,"72","0.231006193964478"
"7035",698,"72","1.21566856925621"
"7036",699,"72","1.0070421291942"
"7039",702,"72","0.317700083353914"
"7040",703,"72","0.0794250208384785"
"7044",708,"72","0.0446842712610308"
"7045",709,"72","0.134052813783092"
"7047",711,"72","0.302188997866271"
"7048",713,"72","0.238275062515436"
"7049",714,"72","0.321151962383662"
"7050",715,"72","0.402158441349277"
"7052",717,"72","0.397125104192393"
"7054",719,"72","0.0893685425220616"
"7055",720,"72","0.0893685425220616"
"7057",722,"72","0.660583405810033"
"7058",723,"72","0.158850041676957"
"7059",725,"72","0.289621157344368"
"7061",728,"72","0.450168424596965"
"7063",730,"72","1.07495992722388"
"7064",731,"72","0.284736391529156"
"7065",732,"72","0.714825187546307"
"7067",734,"72","0.147447728107473"
"7068",735,"72","0.495122409843315"
"7070",737,"72","0.355326023956629"
"7071",738,"72","0.312789898827216"
"7073",741,"72","0.270101054758179"
"7075",743,"72","0.397125104192393"
"7076",744,"72","0.157535283122235"
"7080",749,"72","0.55597514586935"
"7081",751,"72","0.0787676415611175"
"7083",753,"72","0.238275062515436"
"7084",754,"72","0.180067369838786"
"7085",756,"72","0.0737577367245123"
"7088",759,"72","0.565857905803246"
"7089",760,"72","0.157535283122235"
"7090",761,"72","1.1464796830876"
"7091",762,"72","0.375435218845881"
"7092",763,"72","0.157535283122235"
"7093",767,"72","0.393838207805587"
"7095",769,"72","0.604837006269963"
"7096",770,"72","0.158850041676957"
"7098",772,"72","0.0446842712610308"
"7100",777,"72","0.55597514586935"
"7101",778,"72","0.476550125030871"
"7102",779,"72","1.13968015990267"
"7103",780,"72","0.157535283122235"
"7106",785,"72","0.0893685425220616"
"7108",788,"72","0.587052658188506"
"7111",791,"72","0.37789272989968"
"7112",792,"72","0.393838207805587"
"7113",793,"72","0.714825187546307"
"7114",794,"72","0.258835011399904"
"7115",795,"72","0.476550125030871"
"7116",797,"72","0.0794250208384785"
"7118",799,"72","0.180067369838786"
"7119",800,"72","0.178737085044123"
"7120",801,"72","0.0794250208384785"
"7122",804,"72","0.317700083353914"
"7123",805,"72","0.180067369838786"
"7126",808,"72","0.635400166707828"
"7127",809,"72","0.158192662399596"
"7128",810,"72","0.157535283122235"
"7134",817,"72","0.270101054758179"
"7135",818,"72","0.178737085044123"
"7136",819,"72","0.317700083353914"
"7137",821,"72","0.0787676415611175"
"7140",824,"72","0.0737577367245123"
"7141",825,"72","0.0737577367245123"
"7143",828,"72","0.0893685425220616"
"7145",830,"72","0.158850041676957"
"7146",831,"72","1.33097938906567"
"7147",832,"72","0.498837699784931"
"7148",834,"72","0.157535283122235"
"7149",835,"72","0.0976839245035473"
"7150",836,"72","0.158850041676957"
"7151",838,"72","0.147515473449025"
"7153",840,"72","0.0638467391356862"
"7156",845,"72","0.178737085044123"
"7159",850,"72","0.575418183003629"
"7160",851,"72","0.397125104192393"
"7161",852,"72","0.158850041676957"
"7162",853,"72","0.31507056624447"
"7164",858,"72","0.238275062515436"
"7165",859,"72","0.79279840009075"
"7166",860,"72","0.178737085044123"
"7170",864,"72","0.700534193220542"
"7171",865,"72","0.0446842712610308"
"7172",868,"72","0.195367849007095"
"7173",869,"72","0.178737085044123"
"7174",870,"72","0.0446842712610308"
"7175",871,"72","0.178737085044123"
"7176",873,"72","0.713510428991585"
"7178",875,"72","0.158850041676957"
"7179",877,"72","0.134052813783092"
"7180",878,"72","0.157535283122235"
"7184",885,"72","0.476550125030871"
"7185",886,"72","0.472605849366705"
"7186",887,"72","0.180067369838786"
"7187",888,"72","0.409557570156711"
"7188",890,"72","0.0446842712610308"
"7193",898,"72","0.714825187546307"
"7196",903,"72","0.223421356305154"
"7197",904,"72","0.6077037077192"
"7198",905,"72","0.158850041676957"
"7199",906,"72","0.554003008037267"
"7201",909,"72","0.792278070552702"
"7203",911,"72","0.238275062515436"
"7204",912,"72","0.223421356305154"
"7205",913,"72","0.221273210173537"
"7206",914,"72","0.178737085044123"
"7208",916,"72","0.238275062515436"
"7209",917,"72","0.368788683622562"
"7211",920,"72","0.157535283122235"
"7212",922,"72","0.090033684919393"
"7214",925,"72","0.317700083353914"
"7217",931,"72","0.0893685425220616"
"7218",932,"72","1.398919256952"
"7220",934,"72","0.0893685425220616"
"7222",938,"72","0.708908774050057"
"7224",940,"72","0.147515473449025"
"7229",950,"72","0.312789898827216"
"7231",952,"72","0.354217890684052"
"7233",954,"72","0.451901815187599"
"7234",955,"72","0.757259843869965"
"7237",959,"72","0.589536527101655"
"7240",963,"72","0.910193036553401"
"7242",965,"72","0.476550125030871"
"7243",966,"72","0.238275062515436"
"7245",969,"72","0.39515296636031"
"7247",972,"72","0.173254645473358"
"7248",975,"72","0.472605849366705"
"7249",976,"72","0.0787676415611175"
"7250",977,"72","0.253825106563298"
"7251",978,"72","0.134052813783092"
"7253",982,"72","0.158850041676957"
"7254",984,"72","0.635400166707828"
"7255",985,"72","1.18743103691301"
"7256",986,"72","0.0893685425220616"
"7257",987,"72","0.158850041676957"
"7258",989,"72","0.306365515125982"
"7259",990,"72","0.368788683622562"
"7260",991,"72","0.475098316736835"
"7266",999,"72","0.270101054758179"
"7267",1001,"72","0.575220336199096"
"7269",1003,"72","1.30905552813428"
"7270",1004,"72","0.0446842712610308"
"7272",1006,"72","0.544640577641417"
"7273",1009,"72","0.236302924683352"
"7274",1010,"72","0.262486127122554"
"7275",1011,"72","0.393838207805587"
"7276",1012,"72","0.157535283122235"
"7277",1014,"72","0.238275062515436"
"7280",1017,"72","0.158850041676957"
"7283",1020,"72","0.31507056624447"
"7284",1021,"72","0.491374264931716"
"7286",1023,"72","0.55597514586935"
"7287",1024,"72","0.157535283122235"
"7288",1025,"72","0.359469597280241"
"7289",1026,"72","0.474577987198788"
"7290",1027,"72","0.397125104192393"
"7291",1028,"72","0.236302924683352"
"7292",1029,"72","0.542425172557199"
"7293",1033,"72","0.714825187546307"
"7294",1034,"72","0.157535283122235"
"7295",1036,"72","0.295030946898049"
"7296",1038,"72","0.742074443228443"
"7299",1041,"72","0.0446842712610308"
"7300",1042,"72","0.158850041676957"
"7301",1044,"72","0.270101054758179"
"7302",1046,"72","0.158850041676957"
"7304",1049,"72","0.0737577367245123"
"7305",1051,"72","0.223421356305154"
"7307",1053,"72","0.158850041676957"
"7314",1061,"72","0.134052813783092"
"7317",1064,"72","0.168136184083179"
"7318",1065,"72","0.0787676415611175"
"7321",1069,"72","0.635400166707828"
"7323",1071,"72","0.554660387314628"
"7324",1072,"72","0.158850041676957"
"7325",1073,"72","0.270101054758179"
"7326",1074,"72","1.14896355200075"
"7328",1078,"72","0.0893685425220616"
"7330",1080,"72","0.317700083353914"
"7333",1083,"72","0.157535283122235"
"7339",1089,"72","0.409469157262869"
"7340",1091,"72","0.393838207805587"
"7341",1092,"72","0.476550125030871"
"7343",1094,"72","0.810303164274537"
"7344",1097,"72","0.55597514586935"
"7345",1098,"72","0.090033684919393"
"7346",1099,"72","0.277751294342333"
"7348",1103,"72","0.157535283122235"
"7349",1104,"72","0.490954728827272"
"7350",1106,"72","0.950470732952298"
"7352",1109,"72","0.553345628759906"
"7357",1114,"72","0.427636337880414"
"7358",1115,"72","0.107050654127887"
"7361",1120,"72","0.158850041676957"
"7362",1121,"72","0.0787676415611175"
"7364",1124,"72","0.476550125030871"
"7365",1126,"72","0.0893685425220616"
"7367",1130,"72","0.157535283122235"
"7369",1132,"72","0.951128112229659"
"7372",1135,"72","0.397125104192393"
"7374",1137,"72","0.238275062515436"
"7376",1139,"72","0.238275062515436"
"7379",1146,"72","1.16081058923766"
"7380",1147,"72","0.157535283122235"
"7381",1148,"72","0.311734360878104"
"7382",1149,"72","0.107050654127887"
"7384",1151,"72","0.270101054758179"
"7386",1153,"72","0.450168424596965"
"7387",1154,"72","0.290916279677524"
"7390",1157,"72","0.236302924683352"
"7392",1159,"72","0.178737085044123"
"7395",1163,"72","0.464226969308699"
"7397",1165,"72","0.360134739677572"
"7400",1171,"72","0.158850041676957"
"7401",1172,"72","0.675189779682101"
"7402",1173,"72","0.450168424596965"
"7403",1174,"72","0.178737085044123"
"7408",1180,"72","0.158850041676957"
"7411",1184,"72","0.55597514586935"
"7412",1185,"72","0.55597514586935"
"7413",1186,"72","0.317700083353914"
"7415",1189,"72","0.397125104192393"
"7416",1191,"72","0.158850041676957"
"7417",1192,"72","1.00961056636266"
"7419",1194,"72","0.317700083353914"
"7420",1195,"72","0.147447728107473"
"7421",1196,"72","0.393838207805587"
"7424",1200,"72","0.95286979884664"
"7425",1202,"72","1.49257477700282"
"7426",1206,"72","0.134052813783092"
"7427",1207,"72","0.134052813783092"
"7428",1209,"72","0.730621119646531"
"7429",1210,"72","3.16568446821727"
"7433",1214,"72","0.236302924683352"
"7436",1219,"72","0.880852911622735"
"7437",1220,"72","0.870388332836459"
"7438",1222,"72","0.787860802206582"
"7440",1225,"72","0.375435218845881"
"7441",1226,"72","0.632113270321023"
"7443",1229,"72","0.609911653893445"
"7444",1231,"72","1.0479848928277"
"7445",1232,"72","0.214101308255774"
"7446",1233,"72","0.714825187546307"
"7447",1234,"72","0.293051773510642"
"7448",1235,"72","0.495701730190176"
"7450",1237,"72","0.238275062515436"
"7451",1238,"72","0.147515473449025"
"7452",1239,"72","0.147515473449025"
"7454",1244,"72","0.295030946898049"
"7456",1246,"72","0.922062534040266"
"7457",1247,"72","0.714825187546307"
"7459",1249,"72","0.214101308255774"
"7462",1255,"72","0.317700083353914"
"7463",1256,"72","0.810303164274537"
"7464",1258,"72","0.141058109005639"
"7467",1263,"72","0.238275062515436"
"7468",1264,"72","0.416951385809872"
"7469",1265,"72","0.295030946898049"
"7470",1267,"72","0.627860465071685"
"7473",1272,"72","0.711538291159502"
"7475",1274,"72","0.180067369838786"
"7478",1280,"72","0.745199371495014"
"7480",1282,"72","0.158850041676957"
"7482",1286,"72","0.0737238640537365"
"7483",1288,"72","0.158850041676957"
"7485",1291,"72","0.327643605037497"
"7486",1293,"72","0.157535283122235"
"7490",1298,"72","0.397125104192393"
"7491",1299,"72","0.642056792004606"
"7492",1300,"72","0.635400166707828"
